URS;REQUISITANTE;NFM;FABRICANTE;VACINA;DATA;MOV;LOTE;VALIDADE; QUANTIDADE ; VALOR 
SETE LAGOAS;Requisitante: GERENCIA REGIONAL DE SAUDE DE SETE LAGOAS/MG;9505393;ASTRAZENECA AB;ASTRAZENECA;02/04/2021;14;CTMAV506;31/05/2021; 900 ; 19.547 
SETE LAGOAS;Requisitante: GERENCIA REGIONAL DE SAUDE DE SETE LAGOAS/MG;9560082;FUNDACAO BUTANTAN;CORONAVAC;09/04/2021;14;210138;31/03/2022; 6.600 ; 384.120 
SETE LAGOAS;Requisitante: GERENCIA REGIONAL DE SAUDE DE SETE LAGOAS/MG;9644974;FUNDACAO BUTANTAN;CORONAVAC;16/04/2021;14;210143;31/03/2022; 7.800 ; 453.960 
SETE LAGOAS;Requisitante: GERENCIA REGIONAL DE SAUDE DE SETE LAGOAS/MG;9710433;FUNDACAO BUTANTAN;CORONAVAC;23/04/2021;14;210148;31/03/2022; 2.200 ; 128.040 
SETE LAGOAS;Requisitante: GERENCIA REGIONAL DE SAUDE DE SETE LAGOAS/MG;9776407;FUNDACAO BUTANTAN;CORONAVAC;30/04/2021;14;210149;31/03/2022; 420 ; 24.444 
SETE LAGOAS;Requisitante: GERENCIA REGIONAL DE SAUDE DE SETE LAGOAS/MG;9808607;FUNDACAO BUTANTAN;CORONAVAC;04/05/2021;14;210150;31/03/2022; 780 ; 45.396 
SETE LAGOAS;Requisitante: GERENCIA REGIONAL DE SAUDE DE SETE LAGOAS/MG;9858149;ASTRAZENECA AB;ASTRAZENECA;10/05/2021;14;ABX0528;31/07/2021; 11.000 ; 238.480 
SETE LAGOAS;Requisitante: GERENCIA REGIONAL DE SAUDE DE SETE LAGOAS/MG;9858149;FUNDACAO BUTANTAN;CORONAVAC;10/05/2021;14;210210;30/04/2022; 2.200 ; 128.040 
SETE LAGOAS;Requisitante: GERENCIA REGIONAL DE SAUDE DE SETE LAGOAS/MG;9917677;FUNDACAO BUTANTAN;CORONAVAC;14/05/2021;14;210217;30/04/2022; 3.200 ; 186.240 
SETE LAGOAS;Requisitante: GERENCIA REGIONAL DE SAUDE DE SETE LAGOAS/MG;9973772;FUNDACAO BUTANTAN;CORONAVAC;20/05/2021;14;210219;30/04/2022; 2.140 ; 124.548 
SETE LAGOAS;Requisitante: GERENCIA REGIONAL DE SAUDE DE SETE LAGOAS/MG;10240613;FUNDACAO BUTANTAN;CORONAVAC;18/06/2021;14;210271;31/05/2022; 7.800 ; 453.960 
SETE LAGOAS;Requisitante: GERENCIA REGIONAL DE SAUDE DE SETE LAGOAS/MG;10306092;FUNDACAO BUTANTAN;CORONAVAC;25/06/2021;14;210274;31/05/2022; 11.600 ; 675.120 
TEOFILO OTONI;Requisitante: GERENCIA REGIONAL DE SAUDE DE TEOFILO OTONI/MG;9086535;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;27/01/2021;14;4120Z005;14/04/2021; 3.500 ; 99.778 
TEOFILO OTONI;Requisitante: GERENCIA REGIONAL DE SAUDE DE TEOFILO OTONI/MG;9086535;FUNDACAO BUTANTAN;CORONAVAC;27/01/2021;14;200280;31/12/2021; 1.700 ; 98.940 
TEOFILO OTONI;Requisitante: GERENCIA REGIONAL DE SAUDE DE TEOFILO OTONI/MG;9158489;FUNDACAO BUTANTAN;CORONAVAC;09/02/2021;14;210014;19/11/2021; 8.400 ; 488.880 
TEOFILO OTONI;Requisitante: GERENCIA REGIONAL DE SAUDE DE TEOFILO OTONI/MG;9259140;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;26/02/2021;14;4120Z001;29/03/2021; 5.500 ; 163.350 
TEOFILO OTONI;Requisitante: GERENCIA REGIONAL DE SAUDE DE TEOFILO OTONI/MG;9259140;FUNDACAO BUTANTAN;CORONAVAC;26/02/2021;14;210040;28/02/2022; 4.200 ; 244.440 
TEOFILO OTONI;Requisitante: GERENCIA REGIONAL DE SAUDE DE TEOFILO OTONI/MG;9302308;FUNDACAO BUTANTAN;CORONAVAC;04/03/2021;14;210047;28/02/2022; 7.800 ; 453.960 
TEOFILO OTONI;Requisitante: GERENCIA REGIONAL DE SAUDE DE TEOFILO OTONI/MG;9342275;FUNDACAO BUTANTAN;CORONAVAC;11/03/2021;14;210055;28/02/2022; 8.600 ; 500.520 
TEOFILO OTONI;Requisitante: GERENCIA REGIONAL DE SAUDE DE TEOFILO OTONI/MG;9388075;FUNDACAO BUTANTAN;CORONAVAC;18/03/2021;14;210071;28/02/2022; 13.200 ; 768.240 
TEOFILO OTONI;Requisitante: GERENCIA REGIONAL DE SAUDE DE TEOFILO OTONI/MG;9437325;FUNDACAO BUTANTAN;CORONAVAC;24/03/2021;14;210087;31/03/2022; 10.600 ; 616.920 
TEOFILO OTONI;Requisitante: GERENCIA REGIONAL DE SAUDE DE TEOFILO OTONI/MG;9460123;FUNDACAO BUTANTAN;CORONAVAC;26/03/2021;14;210096;31/03/2022; 8.200 ; 477.240 
TEOFILO OTONI;Requisitante: GERENCIA REGIONAL DE SAUDE DE TEOFILO OTONI/MG;9460123;ASTRAZENECA AB;ASTRAZENECA;26/03/2021;14;CTMAV506;31/05/2021; 1.800 ; 39.094 
TEOFILO OTONI;Requisitante: GERENCIA REGIONAL DE SAUDE DE TEOFILO OTONI/MG;9505395;FUNDACAO BUTANTAN;CORONAVAC;02/04/2021;14;210115;31/03/2022; 23.800 ; 1.385.160 
TEOFILO OTONI;Requisitante: GERENCIA REGIONAL DE SAUDE DE TEOFILO OTONI/MG;9505395;ASTRAZENECA AB;ASTRAZENECA;02/04/2021;14;CTMAV506;31/05/2021; 1.700 ; 36.922 
TEOFILO OTONI;Requisitante: GERENCIA REGIONAL DE SAUDE DE TEOFILO OTONI/MG;9564785;FUNDACAO BUTANTAN;CORONAVAC;09/04/2021;14;210138;31/03/2022; 5.200 ; 302.640 
TEOFILO OTONI;Requisitante: GERENCIA REGIONAL DE SAUDE DE TEOFILO OTONI/MG;9644979;FUNDACAO BUTANTAN;CORONAVAC;16/04/2021;14;210143;31/03/2022; 6.200 ; 360.840 
TEOFILO OTONI;Requisitante: GERENCIA REGIONAL DE SAUDE DE TEOFILO OTONI/MG;9710463;FUNDACAO BUTANTAN;CORONAVAC;23/04/2021;14;210148;31/03/2022; 1.800 ; 104.760 
TEOFILO OTONI;Requisitante: GERENCIA REGIONAL DE SAUDE DE TEOFILO OTONI/MG;9776396;FUNDACAO BUTANTAN;CORONAVAC;30/04/2021;14;210149;31/03/2022; 360 ; 20.952 
TEOFILO OTONI;Requisitante: GERENCIA REGIONAL DE SAUDE DE TEOFILO OTONI/MG;9800922;FUNDACAO BUTANTAN;CORONAVAC;03/05/2021;14;210150;31/03/2022; 620 ; 36.084 
TEOFILO OTONI;Requisitante: GERENCIA REGIONAL DE SAUDE DE TEOFILO OTONI/MG;9864781;FUNDACAO BUTANTAN;CORONAVAC;10/05/2021;14;210210;30/04/2022; 3.800 ; 221.160 
TEOFILO OTONI;Requisitante: GERENCIA REGIONAL DE SAUDE DE TEOFILO OTONI/MG;9864781;ASTRAZENECA AB;ASTRAZENECA;10/05/2021;14;ABX0528;31/07/2021; 9.500 ; 205.960 
TEOFILO OTONI;Requisitante: GERENCIA REGIONAL DE SAUDE DE TEOFILO OTONI/MG;9919806;FUNDACAO BUTANTAN;CORONAVAC;14/05/2021;14;210217;30/04/2022; 11.200 ; 651.840 
TEOFILO OTONI;Requisitante: GERENCIA REGIONAL DE SAUDE DE TEOFILO OTONI/MG;9973802;FUNDACAO BUTANTAN;CORONAVAC;20/05/2021;14;210219;30/04/2022; 5.840 ; 339.888 
TEOFILO OTONI;Requisitante: GERENCIA REGIONAL DE SAUDE DE TEOFILO OTONI/MG;10240588;FUNDACAO BUTANTAN;CORONAVAC;18/06/2021;14;210271;31/05/2022; 5.000 ; 291.000 
TEOFILO OTONI;Requisitante: GERENCIA REGIONAL DE SAUDE DE TEOFILO OTONI/MG;10305935;FUNDACAO BUTANTAN;CORONAVAC;25/06/2021;14;210274;31/05/2022; 8.000 ; 465.600 
UBA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBA/MG;9086556;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;27/01/2021;14;4120Z005;14/04/2021; 4.000 ; 114.032 
UBA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBA/MG;9086556;FUNDACAO BUTANTAN;CORONAVAC;27/01/2021;14;200280;31/12/2021; 1.840 ; 107.088 
UBA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBA/MG;9158480;FUNDACAO BUTANTAN;CORONAVAC;09/02/2021;14;210014;19/11/2021; 9.000 ; 523.800 
UBA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBA/MG;9259145;FUNDACAO BUTANTAN;CORONAVAC;26/02/2021;14;210040;28/02/2022; 3.200 ; 186.240 
UBA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBA/MG;9259145;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;26/02/2021;14;4120Z001;29/03/2021; 4.500 ; 133.650 
UBA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBA/MG;9302325;FUNDACAO BUTANTAN;CORONAVAC;04/03/2021;14;210047;28/02/2022; 7.200 ; 419.040 
UBA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBA/MG;9342570;FUNDACAO BUTANTAN;CORONAVAC;11/03/2021;14;210055;28/02/2022; 7.800 ; 453.960 
UBA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBA/MG;9389989;FUNDACAO BUTANTAN;CORONAVAC;18/03/2021;14;210072;28/02/2022; 11.600 ; 675.120 
UBA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBA/MG;9437227;FUNDACAO BUTANTAN;CORONAVAC;24/03/2021;14;210088;31/03/2022; 5.710 ; 332.322 
UBA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBA/MG;9437227;FUNDACAO BUTANTAN;CORONAVAC;24/03/2021;14;210086;31/03/2022; 5.290 ; 307.878 
UBA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBA/MG;9460129;ASTRAZENECA AB;ASTRAZENECA;26/03/2021;14;CTMAV506;31/05/2021; 1.600 ; 34.750 
UBA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBA/MG;9460129;FUNDACAO BUTANTAN;CORONAVAC;26/03/2021;14;210096;31/03/2022; 8.600 ; 500.520 
UBA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBA/MG;9505396;FUNDACAO BUTANTAN;CORONAVAC;02/04/2021;14;210116;31/03/2022; 23.000 ; 1.338.600 
UBA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBA/MG;9505396;ASTRAZENECA AB;ASTRAZENECA;02/04/2021;14;CTMAV506;31/05/2021; 500 ; 10.859 
UBA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBA/MG;9564805;FUNDACAO BUTANTAN;CORONAVAC;09/04/2021;14;210138;31/03/2022; 5.400 ; 314.280 
UBA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBA/MG;9644985;FUNDACAO BUTANTAN;CORONAVAC;16/04/2021;14;210143;31/03/2022; 6.400 ; 372.480 
UBA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBA/MG;9710460;FUNDACAO BUTANTAN;CORONAVAC;23/04/2021;14;210148;31/03/2022; 1.800 ; 104.760 
UBA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBA/MG;9775994;FUNDACAO BUTANTAN;CORONAVAC;30/04/2021;14;210149;31/03/2022; 380 ; 22.116 
UBA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBA/MG;9811116;FUNDACAO BUTANTAN;CORONAVAC;04/05/2021;14;210150;31/03/2022; 620 ; 36.084 
UBA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBA/MG;9864812;FUNDACAO BUTANTAN;CORONAVAC;10/05/2021;14;210150;31/03/2022; 130 ; 7.566 
UBA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBA/MG;9864812;ASTRAZENECA AB;ASTRAZENECA;10/05/2021;14;ABX0528;31/07/2021; 8.700 ; 188.616 
UBA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBA/MG;9864812;FUNDACAO BUTANTAN;CORONAVAC;10/05/2021;14;210210;30/04/2022; 2.870 ; 167.034 
UBA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBA/MG;9919794;FUNDACAO BUTANTAN;CORONAVAC;14/05/2021;14;210217;30/04/2022; 7.600 ; 442.320 
UBA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBA/MG;9972063;FUNDACAO BUTANTAN;CORONAVAC;20/05/2021;14;210219;30/04/2022; 2.440 ; 142.008 
UBA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBA/MG;10240597;FUNDACAO BUTANTAN;CORONAVAC;18/06/2021;14;210271;31/05/2022; 5.900 ; 343.380 
UBA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBA/MG;10306189;FUNDACAO BUTANTAN;CORONAVAC;25/06/2021;14;210274;31/05/2022; 6.600 ; 384.120 
UBERABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERABA/MG;9086566;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;27/01/2021;14;4120Z005;14/04/2021; 7.000 ; 199.556 
UBERABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERABA/MG;9086566;FUNDACAO BUTANTAN;CORONAVAC;27/01/2021;14;200280;31/12/2021; 3.200 ; 186.240 
UBERABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERABA/MG;9155863;FUNDACAO BUTANTAN;CORONAVAC;08/02/2021;14;210017;19/11/2021; 10.800 ; 628.560 
UBERABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERABA/MG;9258894;FUNDACAO BUTANTAN;CORONAVAC;26/02/2021;14;210018A;11/11/2021; 4.600 ; 267.720 
UBERABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERABA/MG;9258894;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;26/02/2021;14;4120Z001;29/03/2021; 7.500 ; 222.750 
UBERABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERABA/MG;9302334;FUNDACAO BUTANTAN;CORONAVAC;04/03/2021;14;210047;28/02/2022; 9.200 ; 535.440 
UBERABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERABA/MG;9342054;FUNDACAO BUTANTAN;CORONAVAC;11/03/2021;14;210055;28/02/2022; 10.700 ; 622.740 
UBERABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERABA/MG;9389568;FUNDACAO BUTANTAN;CORONAVAC;18/03/2021;14;210072;28/02/2022; 18.000 ; 1.047.600 
UBERABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERABA/MG;9437088;FUNDACAO BUTANTAN;CORONAVAC;24/03/2021;14;210088;31/03/2022; 15.400 ; 896.280 
UBERABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERABA/MG;9460136;FUNDACAO BUTANTAN;CORONAVAC;26/03/2021;14;210096;31/03/2022; 12.800 ; 744.960 
UBERABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERABA/MG;9460136;ASTRAZENECA AB;ASTRAZENECA;26/03/2021;14;CTMAV506;31/05/2021; 2.200 ; 47.782 
UBERABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERABA/MG;9505397;ASTRAZENECA AB;ASTRAZENECA;02/04/2021;14;CTMAV506;31/05/2021; 800 ; 17.375 
UBERABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERABA/MG;9505397;FUNDACAO BUTANTAN;CORONAVAC;02/04/2021;14;210116;31/03/2022; 33.000 ; 1.920.600 
UBERABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERABA/MG;9564835;FUNDACAO BUTANTAN;CORONAVAC;09/04/2021;14;210138;31/03/2022; 7.800 ; 453.960 
UBERABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERABA/MG;9644991;FUNDACAO BUTANTAN;CORONAVAC;16/04/2021;14;210143;31/03/2022; 9.800 ; 570.360 
UBERABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERABA/MG;9710457;FUNDACAO BUTANTAN;CORONAVAC;23/04/2021;14;210148;31/03/2022; 2.600 ; 151.320 
UBERABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERABA/MG;9776389;FUNDACAO BUTANTAN;CORONAVAC;30/04/2021;14;210149;31/03/2022; 400 ; 23.280 
UBERABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERABA/MG;9811134;FUNDACAO BUTANTAN;CORONAVAC;04/05/2021;14;210150;31/03/2022; 1.040 ; 60.528 
UBERABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERABA/MG;9864871;ASTRAZENECA AB;ASTRAZENECA;10/05/2021;14;ABX0528;31/07/2021; 12.700 ; 275.336 
UBERABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERABA/MG;9864871;FUNDACAO BUTANTAN;CORONAVAC;10/05/2021;14;210210;30/04/2022; 1.800 ; 104.760 
UBERABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERABA/MG;9919040;FUNDACAO BUTANTAN;CORONAVAC;14/05/2021;14;210217;30/04/2022; 1.000 ; 58.200 
UBERABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERABA/MG;9967538;FUNDACAO BUTANTAN;CORONAVAC;20/05/2021;14;210217;30/04/2022; 360 ; 20.952 
UBERABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERABA/MG;10240525;FUNDACAO BUTANTAN;CORONAVAC;18/06/2021;14;210271;31/05/2022; 9.300 ; 541.260 
UBERABA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERABA/MG;10305809;FUNDACAO BUTANTAN;CORONAVAC;25/06/2021;14;210274;31/05/2022; 13.600 ; 791.520 
UBERLANDIA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERLANDIA/MG;9086572;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;27/01/2021;14;4120Z005;14/04/2021; 9.000 ; 256.572 
UBERLANDIA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERLANDIA/MG;9086572;FUNDACAO BUTANTAN;CORONAVAC;27/01/2021;14;200280;31/12/2021; 3.980 ; 231.636 
UBERLANDIA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERLANDIA/MG;9155892;FUNDACAO BUTANTAN;CORONAVAC;08/02/2021;14;210017;19/11/2021; 14.200 ; 826.440 
UBERLANDIA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERLANDIA/MG;9258883;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;26/02/2021;14;4120Z001;29/03/2021; 9.500 ; 282.150 
UBERLANDIA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERLANDIA/MG;9258883;FUNDACAO BUTANTAN;CORONAVAC;26/02/2021;14;210018A;11/11/2021; 6.000 ; 349.200 
UBERLANDIA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERLANDIA/MG;9284329;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;03/03/2021;14;4120Z001;29/03/2021; 200 ; 5.940 
UBERLANDIA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERLANDIA/MG;9284431;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;03/03/2021;14;4120Z001;29/03/2021; 2.930 ; 87.021 
UBERLANDIA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERLANDIA/MG;9302338;FUNDACAO BUTANTAN;CORONAVAC;04/03/2021;14;210047;28/02/2022; 14.200 ; 826.440 
UBERLANDIA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERLANDIA/MG;9342758;FUNDACAO BUTANTAN;CORONAVAC;11/03/2021;14;210055;28/02/2022; 14.200 ; 826.440 
UBERLANDIA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERLANDIA/MG;9349325;FUNDACAO BUTANTAN;CORONAVAC;11/03/2021;14;210055;28/02/2022; 370 ; 21.534 
UBERLANDIA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERLANDIA/MG;9390153;FUNDACAO BUTANTAN;CORONAVAC;18/03/2021;14;210072;28/02/2022; 24.200 ; 1.408.440 
UBERLANDIA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERLANDIA/MG;9437052;FUNDACAO BUTANTAN;CORONAVAC;24/03/2021;14;210088;31/03/2022; 22.200 ; 1.292.040 
UBERLANDIA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERLANDIA/MG;9460146;FUNDACAO BUTANTAN;CORONAVAC;26/03/2021;14;210096;31/03/2022; 18.000 ; 1.047.600 
UBERLANDIA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERLANDIA/MG;9460146;ASTRAZENECA AB;ASTRAZENECA;26/03/2021;14;CTMAV506;31/05/2021; 3.100 ; 67.329 
UBERLANDIA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERLANDIA/MG;9505398;ASTRAZENECA AB;ASTRAZENECA;02/04/2021;14;CTMAV506;31/05/2021; 1.000 ; 21.719 
UBERLANDIA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERLANDIA/MG;9505398;FUNDACAO BUTANTAN;CORONAVAC;02/04/2021;14;210116;31/03/2022; 46.000 ; 2.677.200 
UBERLANDIA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERLANDIA/MG;9564953;FUNDACAO BUTANTAN;CORONAVAC;09/04/2021;14;210138;31/03/2022; 10.800 ; 628.560 
UBERLANDIA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERLANDIA/MG;9645010;FUNDACAO BUTANTAN;CORONAVAC;16/04/2021;14;210143;31/03/2022; 13.600 ; 791.520 
UBERLANDIA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERLANDIA/MG;9710455;FUNDACAO BUTANTAN;CORONAVAC;23/04/2021;14;210148;31/03/2022; 3.600 ; 209.520 
UBERLANDIA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERLANDIA/MG;9776375;FUNDACAO BUTANTAN;CORONAVAC;30/04/2021;14;210149;31/03/2022; 400 ; 23.280 
UBERLANDIA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERLANDIA/MG;9811157;FUNDACAO BUTANTAN;CORONAVAC;04/05/2021;14;210150;31/03/2022; 1.260 ; 73.332 
UBERLANDIA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERLANDIA/MG;9864881;ASTRAZENECA AB;ASTRAZENECA;10/05/2021;14;ABX0528;31/07/2021; 17.200 ; 372.896 
UBERLANDIA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERLANDIA/MG;9864881;FUNDACAO BUTANTAN;CORONAVAC;10/05/2021;14;210210;30/04/2022; 5.000 ; 291.000 
UBERLANDIA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERLANDIA/MG;9919033;FUNDACAO BUTANTAN;CORONAVAC;14/05/2021;14;210217;30/04/2022; 13.200 ; 768.240 
UBERLANDIA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERLANDIA/MG;9967531;FUNDACAO BUTANTAN;CORONAVAC;20/05/2021;14;210221;30/04/2022; 320 ; 18.624 
UBERLANDIA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERLANDIA/MG;9967531;FUNDACAO BUTANTAN;CORONAVAC;20/05/2021;14;210220;30/04/2022; 6.140 ; 357.348 
UBERLANDIA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERLANDIA/MG;10240623;FUNDACAO BUTANTAN;CORONAVAC;18/06/2021;14;210271;31/05/2022; 15.600 ; 907.920 
UBERLANDIA;Requisitante: GERENCIA REGIONAL DE SAUDE DE UBERLANDIA/MG;10306313;FUNDACAO BUTANTAN;CORONAVAC;25/06/2021;14;210274;31/05/2022; 21.600 ; 1.257.120 
UNAI;Requisitante: GERENCIA REGIONAL DE SAUDE DE UNAI/MG;9086590;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;27/01/2021;14;4120Z005;14/04/2021; 2.000 ; 57.016 
UNAI;Requisitante: GERENCIA REGIONAL DE SAUDE DE UNAI/MG;9086590;FUNDACAO BUTANTAN;CORONAVAC;27/01/2021;14;200280;31/12/2021; 800 ; 46.560 
UNAI;Requisitante: GERENCIA REGIONAL DE SAUDE DE UNAI/MG;9158474;FUNDACAO BUTANTAN;CORONAVAC;09/02/2021;14;210014;19/11/2021; 3.400 ; 197.880 
UNAI;Requisitante: GERENCIA REGIONAL DE SAUDE DE UNAI/MG;9259000;FUNDACAO OSWALDO CRUZ;ASTRAZENECA;26/02/2021;14;4120Z001;29/03/2021; 1.500 ; 44.550 
UNAI;Requisitante: GERENCIA REGIONAL DE SAUDE DE UNAI/MG;9259000;FUNDACAO BUTANTAN;CORONAVAC;26/02/2021;14;210018A;11/11/2021; 1.400 ; 81.480 
UNAI;Requisitante: GERENCIA REGIONAL DE SAUDE DE UNAI/MG;9302349;FUNDACAO BUTANTAN;CORONAVAC;04/03/2021;14;210047;28/02/2022; 5.600 ; 325.920 
UNAI;Requisitante: GERENCIA REGIONAL DE SAUDE DE UNAI/MG;9342662;FUNDACAO BUTANTAN;CORONAVAC;11/03/2021;14;210055;28/02/2022; 2.800 ; 162.960 
UNAI;Requisitante: GERENCIA REGIONAL DE SAUDE DE UNAI/MG;9389970;FUNDACAO BUTANTAN;CORONAVAC;18/03/2021;14;210072;28/02/2022; 5.000 ; 291.000 
UNAI;Requisitante: GERENCIA REGIONAL DE SAUDE DE UNAI/MG;9437074;FUNDACAO BUTANTAN;CORONAVAC;24/03/2021;14;210086;31/03/2022; 4.400 ; 256.080 
UNAI;Requisitante: GERENCIA REGIONAL DE SAUDE DE UNAI/MG;9460154;ASTRAZENECA AB;ASTRAZENECA;26/03/2021;14;CTMAV506;31/05/2021; 700 ; 15.203 
UNAI;Requisitante: GERENCIA REGIONAL DE SAUDE DE UNAI/MG;9460154;FUNDACAO BUTANTAN;CORONAVAC;26/03/2021;14;210096;31/03/2022; 3.800 ; 221.160 
UNAI;Requisitante: GERENCIA REGIONAL DE SAUDE DE UNAI/MG;9505399;ASTRAZENECA AB;ASTRAZENECA;02/04/2021;14;CTMAV506;31/05/2021; 1.100 ; 23.891 
UNAI;Requisitante: GERENCIA REGIONAL DE SAUDE DE UNAI/MG;9505399;FUNDACAO BUTANTAN;CORONAVAC;02/04/2021;14;210115;31/03/2022; 9.400 ; 547.080 
UNAI;Requisitante: GERENCIA REGIONAL DE SAUDE DE UNAI/MG;9565011;FUNDACAO BUTANTAN;CORONAVAC;09/04/2021;14;210138;31/03/2022; 2.400 ; 139.680 
UNAI;Requisitante: GERENCIA REGIONAL DE SAUDE DE UNAI/MG;9645018;FUNDACAO BUTANTAN;CORONAVAC;16/04/2021;14;210143;31/03/2022; 2.800 ; 162.960 
UNAI;Requisitante: GERENCIA REGIONAL DE SAUDE DE UNAI/MG;9710449;FUNDACAO BUTANTAN;CORONAVAC;23/04/2021;14;210148;31/03/2022; 800 ; 46.560 
UNAI;Requisitante: GERENCIA REGIONAL DE SAUDE DE UNAI/MG;9776655;FUNDACAO BUTANTAN;CORONAVAC;30/04/2021;14;210149;31/03/2022; 160 ; 9.312 
UNAI;Requisitante: GERENCIA REGIONAL DE SAUDE DE UNAI/MG;9811170;FUNDACAO BUTANTAN;CORONAVAC;04/05/2021;14;210150;31/03/2022; 280 ; 16.296 
UNAI;Requisitante: GERENCIA REGIONAL DE SAUDE DE UNAI/MG;9864899;ASTRAZENECA AB;ASTRAZENECA;10/05/2021;14;ABX0528;31/07/2021; 4.900 ; 106.232 
